feature_id,coefficient
cg00000029,0.0335632535457843
cg00000165,0.0271836169600996
cg00000236,-0.00860251917078987
cg00000289,-0.0242768423628869
cg00000321,0.000523506042992468
cg00000363,0.0102323386709125
cg00000622,0.0028119794521555
cg00000658,0.00265491431859027
cg00000714,-0.0192977959445832
cg00000721,0.0148319453595935
cg00000734,0.00790065772161252
cg00000769,-0.0000481568004297701
cg00000807,0.0216103357185245
cg00000884,-0.00982921025668674
cg00000905,0.00090489803339508
cg00000948,0.000227504519934989
cg00001245,0.00496841432739035
cg00001249,-0.00297519165525695
cg00001269,0.00972047263704177
cg00001364,0.0131724590613048
cg00001446,0.0165027002178016
cg00001534,-0.00208079224627417
cg00001582,-0.00286389014971721
cg00001583,0.0247762687753102
cg00001593,0.0191376680156559
cg00001594,0.00695675837319335
cg00001747,0.0000632025453513691
cg00001791,-0.0109787399155679
cg00001854,-0.0000352154962093734
cg00001874,-0.0299180563310604
cg00001930,-0.016605883165335
cg00002028,-0.0146208431393776
cg00002033,0.00566859339245449
cg00002116,0.00481184062777879
cg00002145,-0.00560663963086741
cg00002190,-0.0163610834661636
cg00002224,0.011646494459826
cg00002236,-0.00727820052863923
cg00002426,-0.00352346694994389
cg00002449,-0.00824389433389345
cg00002464,0.0024935394628506
cg00002473,0.00847632049159955
cg00002490,-0.00386895686819156
cg00002531,0.0081666605752106
cg00002591,-0.0022521025499646
cg00002593,0.00151802181874789
cg00002597,-0.00898747234121714
cg00002646,0.0165221894550729
cg00002719,0.000208544166180107
cg00002769,0.0194214560392359
cg00002808,0.0042006959578405
cg00002809,-0.00627458679789722
cg00002810,-0.0167081002878002
cg00002837,-0.0186292063227147
cg00003014,-0.00221802432083503
cg00003091,0.00521774804408432
cg00003173,-0.00760562414272903
cg00003181,0.027317171186179
cg00003202,0.00386533352945309
cg00003287,-0.00650017600932636
cg00003298,0.00206799325049487
cg00003305,0.0230686775041289
cg00003345,0.00290634833510137
cg00003513,-0.00224705096037225
cg00003529,0.00401420453024317
cg00003578,-0.015007518054028
cg00003625,-0.0450030216141206
cg00003784,0.00169770663867397
cg00003858,-0.0193982582398909
cg00003900,-0.0142339937798567
cg00003965,0.0166079043128308
cg00003994,-0.0180347776521354
cg00004067,-0.000597598360504536
cg00004072,-0.00577662050292006
cg00004073,0.0538851688002761
cg00004082,-0.00575682922988037
cg00004089,-0.00921098182326765
cg00004105,-0.0498214793305133
cg00004207,-0.0101903090475227
cg00004219,0.00209119247389275
cg00004257,0.014357760969526
cg00004421,0.00886689794137874
cg00004429,-0.0119647053136351
cg00004533,0.000541842840355906
cg00004562,0.00390272871770964
cg00004608,-0.00237217826511849
cg00004700,0.0128028889992794
cg00004806,-0.0182179692446643
cg00004818,0.00577709672850825
cg00004859,0.0140480111315482
cg00004883,0.0032522357995854
cg00004939,-0.005110212766546
cg00004979,-0.00262399589817203
cg00004996,-0.00655905588747824
cg00005010,-0.00520294231276637
cg00005040,0.00982618449866005
cg00005072,-0.00166698926918337
cg00005112,-0.00714101091076109
cg00005166,-0.0284510391672486
cg00005215,-0.0330175740903301
cg00005297,-0.00183837528973156
cg00005306,-0.00185153211609567
cg00005437,-0.0107340738699164
cg00005543,0.00238174336908359
cg00005619,0.00820948423888068
cg00005622,0.00159988577035346
cg00005740,-0.0307736820122286
cg00005849,-0.00901025980565501
cg00005861,-0.0264244164118934
cg00006032,-0.00220980917917254
cg00006081,0.0571819514063064
cg00006090,0.0163724196478252
cg00006122,-0.00491993083220648
cg00006198,0.0134398178536439
cg00006397,0.00680863241966272
cg00006414,-0.00294776080940974
cg00006459,-0.0159280785424609
cg00006626,-0.0394295274091612
cg00006787,-0.0107731502865887
cg00006884,-0.00295048567522717
cg00006948,-0.00474536918547522
cg00007032,0.00138924283496703
cg00007036,-0.000356483452332268
cg00007064,-0.0248950668720608
cg00007076,0.0141829961459073
cg00007226,-0.000968870013660493
cg00007239,-0.0126662431540399
cg00007269,0.00754512258489993
cg00007300,-0.00407057216120183
cg00007420,-0.0223306322963868
cg00007426,0.00584354102892273
cg00007644,-0.00579495077695674
cg00007675,0.00862004776646857
cg00007898,-0.00817546373772493
cg00008004,0.00000565185362420473
cg00008033,0.039647857868081
cg00008036,0.0434437130207642
cg00008345,-0.00730515603554039
cg00008387,-0.00502958167199274
cg00008446,0.0143263506985144
cg00008488,0.00486899727323253
cg00008564,0.00753735918781221
cg00008612,-0.0250826796058553
cg00008621,0.00920823621215728
cg00008629,-0.0221691738062412
cg00008647,-0.0782568855436797
cg00008665,-0.0248782797084467
cg00008671,-0.0149031265658331
cg00008695,-0.000698558266694933
cg00008713,0.00359214386087645
cg00008810,0.00603296631392795
cg00008971,0.0213065398492279
cg00009001,-0.0129496634452728
cg00009053,-0.0127890324717218
cg00009088,-0.014556088544155
cg00009167,0.00168540132784442
cg00009214,0.013288268312163
cg00009292,0.00105032605719131
cg00009293,0.00987429779055474
cg00009349,0.0106980749539054
cg00009364,0.00193323348257713
cg00009412,0.00124155114051327
cg00009421,-0.0112719082719441
cg00009436,0.00239502534442993
cg00009750,0.00446031560576753
cg00009871,-0.03211078468783
cg00009927,-0.00713331127840755
cg00010046,-0.000676492900106917
cg00010108,0.015321784117776
cg00010168,-0.0129510403808029
cg00010266,0.0127743450467063
cg00010445,0.00353774969453878
cg00010654,0.00999108499505077
cg00010742,0.00876919335020162
cg00010789,0.00327030215667384
cg00010853,0.0324300060731363
cg00010890,-0.00695056545426606
cg00010946,-0.103139364247736
cg00010947,-0.0164294373210103
cg00010954,0.0061103614197515
cg00010992,0.00376788175642828
cg00011122,0.0102767587821585
cg00011203,-0.0163888515152504
cg00011225,0.018625882414532
cg00011239,0.0355012173864323
cg00011247,0.00239234516297522
cg00011284,-0.00519452243082123
cg00011350,0.00975295378555557
cg00011459,-0.0119405219062853
cg00011460,0.0215993332196659
cg00011482,-0.00161955152729054
cg00011513,-0.00137328558686143
cg00011578,-0.0100513012339115
cg00011616,0.00922308385707448
cg00011717,0.00125095293491439
cg00011740,0.00273601957328059
cg00011754,-0.00764418258165432
cg00011856,-0.0654424473037469
cg00011861,0.0351055528614551
cg00011924,0.00806013271723677
cg00012036,-0.00454637939721341
cg00012126,0.00379782047506716
cg00012203,0.00643405268316142
cg00012238,0.0125783053583005
cg00012386,0.00696449630025203
cg00012397,0.0256778766254125
cg00012469,-0.00511100445195542
cg00012522,0.00523492204049073
cg00012529,0.00486307982602166
cg00012576,0.000900668137066988
cg00012698,0.0116823158391295
cg00012701,-0.0101623056194585
cg00012762,-0.000662239646019644
cg00012920,-0.000599330008746907
cg00012960,-0.00804713636490567
cg00012992,-0.00590314372795391
cg00013006,0.000931381208774146
cg00013015,0.00430063401951876
cg00013301,-0.00370114024966501
cg00013369,0.0141714481231844
cg00013374,0.0142004696029577
cg00013409,-0.00301609762570849
cg00013410,-0.000996540968653024
