feature_id,coefficient
cg06500161,17.0092599822649
cg05744675,13.9525843722064
cg06568506,13.8219629561947
cg06192883,12.2326300143809
cg25158622,12.1983069437334
cg21176130,12.0243757773548
cg04086445,10.9874810218209
cg26033520,10.905645993933
cg05468843,10.6298228133526
cg20347986,10.1091256601373
cg17500119,9.78788925259243
cg00701514,9.1156006777179
cg09848445,8.94177062144353
cg11202345,8.87894631885561
cg20495962,8.46330957691951
cg03234777,7.70072859934912
cg17150306,7.35409377642301
cg18853935,6.86123340697312
cg19887178,6.65887788633417
cg17287155,6.44941608419841
cg01937601,6.41119181563925
cg17473923,6.20827073623066
cg20054939,6.02695534588643
cg00799631,5.76385647922695
cg10409248,5.44266872301022
cg26983874,5.38929034660678
cg10196309,5.10515197783452
cg25921813,4.99501344297588
cg27396655,4.977317179962
cg08858160,4.97226572092217
cg13639452,4.77624981701141
cg18090064,4.68373277331758
cg14414971,4.64778247951628
cg26971585,4.57921027984121
cg14870271,4.51773408697208
cg25320115,4.41521173310708
cg14350176,4.31524220966296
cg27314669,4.25605342937141
cg07814318,4.24718535688282
cg02031423,4.06330256892173
cg19881557,4.05176469864026
cg18051461,3.89288975861882
cg17662369,3.76326915818061
cg10944833,3.68924324940993
cg17086398,3.68486818645139
cg02780017,3.62544630940996
cg14712058,3.62373161442981
cg23436703,3.4632798458364
cg26301689,3.43054890672234
cg06915334,3.35845189956545
cg08980578,3.35459628887179
cg17763354,3.31535142804326
cg09037581,3.26768020073783
cg19519737,3.22449114837595
cg22130834,3.21171139886049
cg13661519,3.18869363331835
cg24166814,3.1560898833942
cg16544989,3.15295258484247
cg12025996,3.12448683158217
cg03173827,3.12406258429643
cg24088496,3.10820051330842
cg04816311,3.09900076551191
cg08138817,3.08147245125882
cg27306038,3.05510952005898
cg20156080,3.05473840105041
cg25758134,3.04847406783861
cg09171692,3.02744791424639
cg10386659,3.00659676755261
cg21053741,2.97250920879162
cg23516852,2.93952756625085
cg18011760,2.92692198577203
cg15926342,2.9215806710829
cg17871993,2.87477353159615
cg26066277,2.80124742651241
cg04739306,2.79100120524569
cg20103150,2.65085802059539
cg03546163,2.62831260045331
cg21348975,2.5634332175244
cg11178025,2.52445451851451
cg02436272,2.50737527601896
cg20687482,2.47744167935392
cg17154935,2.47420166786918
cg05512483,2.44914389693353
cg18728264,2.43732595898947
cg15144153,2.42942195675425
cg04858631,2.42274850835113
cg03636183,2.40838119785053
cg21684828,2.40659841478589
cg03607951,2.39752862404468
cg23630878,2.39086990027762
cg06686709,2.36604436125945
cg06893537,2.32483969603475
cg14777903,2.27646777425145
cg17176002,2.25976093709974
cg04863182,2.22054235193977
cg26125956,2.17764075767388
cg19763210,2.17684792642656
cg01975495,2.14040309328021
cg01219048,2.13880552726869
cg00376553,2.08726719734938
cg13959647,2.07996876714278
cg22287067,2.07007990902046
cg13123009,2.05988198429919
cg27243685,2.01081851868658
cg09683562,2.00911017309556
cg11832534,1.99048813295501
cg07706687,1.93092489241391
cg15551881,1.91807272007304
cg13152952,1.87145266423744
cg21166317,1.87103504291566
cg09249494,1.86855460726961
cg16407699,1.85901536633526
cg06070592,1.82962777600635
cg06422039,1.82196499508162
cg27017658,1.81740812278926
cg17397672,1.81456616000445
cg17739555,1.80718622628977
cg01760756,1.78032005328172
cg23294158,1.74296034674848
cg00347563,1.74138668602047
cg00785522,1.73171043669422
cg16663980,1.72252262638158
cg02295678,1.70197530946085
cg00572560,1.70101499785286
cg00661947,1.69917608600057
cg15512289,1.69556315801678
cg23079012,1.67397302779317
cg19603885,1.62898991674433
cg24865495,1.61012579529131
cg12395284,1.6013604120303
cg09975683,1.57784235024413
cg00976097,1.5425194291421
cg07461772,1.53695339377457
cg15841711,1.53518536652051
cg01102307,1.52687275267538
cg20318217,1.51601402251062
cg07059783,1.50149273553621
cg06872331,1.46524194777308
cg20902758,1.44219044023668
cg19308769,1.42889981557008
cg05018460,1.42561613405501
cg10397774,1.40552252006339
cg24203758,1.40427282053729
cg00848480,1.3964144461692
cg16342193,1.39498228314283
cg07769588,1.39066138865611
cg18896032,1.37498934206043
cg10296513,1.36545904820676
cg07808661,1.35591587543114
cg26785154,1.35130020828383
cg20722088,1.34535815120525
cg04874782,1.34017680906757
cg02415963,1.33708430344567
cg02346342,1.32810180665373
cg04963480,1.32530064270851
cg16139770,1.32443778022407
cg26466789,1.30721675582526
cg23208152,1.29731071264709
cg16010178,1.29323821371513
cg07556915,1.29112730347509
cg20793665,1.27115197835997
cg16709904,1.235614086586
cg13316407,1.23501868788225
cg26749414,1.22095007433726
cg20842253,1.21532123886108
cg09537553,1.21251610315323
cg08768569,1.21025863408021
cg10200291,1.20979160802959
cg24724587,1.1724115399159
cg01526748,1.15858463764351
cg21375204,1.14717876745591
cg26160945,1.14050703689842
cg12850242,1.11849738832048
cg05991534,1.11764301009553
cg02023728,1.09734813039991
cg14832998,1.07716468631964
cg00374333,1.07484291341244
cg13041683,1.07134349585908
cg19903619,1.06926661076065
cg05700142,1.06223577097971
cg23091255,1.06047446084423
cg16214653,1.05746291728324
cg27153059,1.0557141195577
cg23855030,1.05163462401916
cg15518923,1.05008940975488
cg06069861,1.04853250762893
cg05413285,1.04706652409476
cg09187007,1.04563128028867
cg22660904,1.04401696844302
cg03951603,1.03079648000419
cg16705546,1.02545701900112
cg20627046,1.02340910959344
cg05601917,1.01961328635795
cg08312904,1.01657837016908
cg11453343,1.01601409901901
cg07134632,1.01554649563931
cg02469790,1.00529473107103
cg21787249,0.983524173391059
cg16415104,0.972076058780249
cg06179657,0.971753694565623
cg08377000,0.967509941072104
cg24543255,0.962453845076746
cg22173752,0.950780530528602
cg26890706,0.943324112979268
cg15488009,0.942077080612547
cg07904051,0.941096684424586
cg14170545,0.938819798298452
cg20285514,0.938593414806925
cg20716945,0.932578111119123
cg08076462,0.929852975674781
cg25956106,0.925994187206644
cg25215230,0.924358987616038
cg02811067,0.92050871771586
cg17307558,0.919185619205085
cg16208084,0.907225109902127
cg05797770,0.906971548108349
cg07904865,0.904643521625152
cg21726593,0.900711796222995
cg18576374,0.899387222517901
cg15092239,0.896205287315731
cg24924502,0.888007043823517
cg18539461,0.882190728126218
cg00221070,0.881176504801898
cg26855724,0.877285354856245
cg25223623,0.872263573190719
cg08666915,0.869321662132044
cg13060531,0.867715407960315
cg14955916,0.865542476961255
cg15835718,0.863005469380139
cg18007837,0.857569405278745
cg19256474,0.856891813983035
cg06898549,0.85680263476559
cg12051615,0.847133071112683
cg05404459,0.840820141220725
cg10438391,0.840798543179296
cg07043025,0.839757889875699
cg02344868,0.83813839970802
cg15429214,0.834115537059158
cg20783722,0.830362603732071
cg26902127,0.829309625037688
cg13198297,0.828295343229486
cg15571561,0.824487833818124
cg04289385,0.815745645238655
cg11414267,0.803980571299376
cg23235497,0.79344283765033
cg03527353,0.79159223116593
cg20311846,0.784119431339906
cg00441709,0.783181755417016
cg22376081,0.779536859360692
cg23972409,0.778631030339252
cg01838544,0.7784084334542
cg26165660,0.772619500314683
cg02589233,0.771985860421829
cg18872215,0.768602605110773
cg25918947,0.761793249626553
cg09496273,0.756559343133044
cg26203136,0.751785851906083
cg18815120,0.743400876075544
cg14759277,0.740169511890534
cg08399858,0.731851083814972
cg02276763,0.731531610312128
cg23367392,0.72469587037402
cg00678709,0.706930412375078
cg22778120,0.701916094923806
cg02337614,0.701095399228463
cg22163280,0.694661488696494
cg26118142,0.693986363210896
cg25667998,0.681070344148942
cg18376999,0.678095090537411
cg21229184,0.67607289235476
cg13764516,0.672122389486597
cg07839457,0.66965702201112
cg24827726,0.668053744969836
cg01025883,0.66759852796231
cg18604215,0.665114061978103
cg01495521,0.661726631907547
cg13136220,0.660909646099943
cg17569438,0.660535882199834
cg08284593,0.640812947225988
cg23551873,0.637879955223007
cg15587955,0.637504173586557
cg00702546,0.627970829519585
cg00474696,0.625118458859706
cg00994936,0.619612842626181
cg00134539,0.618982639082852
cg26161997,0.61201758190037
cg08367326,0.61123470396361
cg18926409,0.606930802489805
cg09908041,0.605497678033143
cg26346210,0.6023552732363
cg00600024,0.600284754103764
cg00897703,0.584850859592876
cg17810944,0.582915813831893
cg23493167,0.581862596108905
cg13794588,0.581311568294349
cg21956614,0.580745737681839
cg15234845,0.579873518519045
cg07945448,0.571817338416409
cg01403030,0.567592170815382
cg20964064,0.562577553719955
cg07739215,0.560845597057915
cg00233948,0.557178474311708
cg17721355,0.556866376948341
cg05415285,0.553653694348039
cg14660446,0.550224580452183
cg00485201,0.548554691489505
cg01781617,0.547910557831559
cg00430888,0.544407303493722
cg26312542,0.543075735356339
cg02760293,0.532739169272901
cg03663120,0.531626472234798
cg03218374,0.527725054500803
cg14950193,0.52304410296687
cg25221975,0.519281031533311
cg23719516,0.50958217957503
cg03856973,0.505353304294034
cg00043004,0.502113875196245
cg10144104,0.501082487907403
cg04221794,0.489374714023955
cg21248987,0.484520661660734
cg21513088,0.482946204370859
cg04636402,0.466513397308401
cg17295878,0.463797604259458
cg03814872,0.459762040103583
cg17546721,0.459270921197274
cg22904711,0.456682880262552
cg11537406,0.456362210985238
cg21432842,0.450634087784976
cg00392155,0.445974871048434
cg02208432,0.444470569153708
cg10534938,0.442364227062775
cg06127801,0.440494871673984
cg19047660,0.438839565121248
cg05453001,0.424907847936597
cg08802841,0.423354156217782
cg04833017,0.412485116378147
cg21142033,0.408879473091174
cg02028423,0.40706195225566
cg00401463,0.405104272235079
cg07537917,0.404946250750835
cg24480012,0.400395874260274
cg07833269,0.400123142946122
cg11315449,0.394920641445958
cg23016080,0.394321611987859
cg25439655,0.393830242653543
cg09355528,0.393344398730978
cg09697999,0.387077764774499
cg15764593,0.382801086410799
cg07856975,0.368534799838001
cg07944420,0.366042721080246
cg00791764,0.363226458684358
cg07480608,0.359395585055376
cg14228614,0.353894280605757
cg05396897,0.345679047184607
cg03814957,0.344810531512369
cg11657043,0.344662276301758
cg14862395,0.340277273028429
cg26053697,0.340219317170447
cg22488164,0.339831748278958
cg14752227,0.339627976140617
cg05176970,0.339483269220659
cg22745354,0.339203996618726
cg06675417,0.336495325141127
cg09965384,0.334858470310941
cg25037335,0.332065993033079
cg25352836,0.331554997678044
cg15495372,0.330871999900417
cg12119625,0.328000643633995
cg17485681,0.327682489536047
cg24720008,0.327267471052384
cg12658897,0.325963253712937
cg06904356,0.320524201939265
cg10833066,0.318810730830797
cg23024484,0.313994634719988
cg14714222,0.313251280208014
cg19248367,0.312400086822404
cg27656459,0.308419522252809
cg17586094,0.301820072844044
cg05161074,0.298021083869585
cg27506178,0.292735292440139
cg10755899,0.291923158386019
cg21495139,0.289018918912941
cg07026433,0.287728270354299
cg19982570,0.285924702974912
cg04453124,0.285776253926466
cg05313794,0.271908455167021
cg04196119,0.270294160557611
cg07109490,0.264729768055193
cg25486749,0.260074453633634
cg12031962,0.254805798464371
cg17374364,0.253071005740157
cg13178766,0.252340435289776
cg15726045,0.251247246608003
cg06137123,0.247355046475731
cg01251360,0.246922224936977
cg15138339,0.2412980761126
cg24905316,0.239492889762984
cg04149172,0.23459895729685
cg03069736,0.229880976650089
cg23409699,0.228787099416871
cg05294930,0.228179739007374
cg00757033,0.226004129319509
cg26418147,0.222637702317146
cg06086933,0.216002203974503
cg24070213,0.213358561984757
cg15423357,0.209787101717378
cg21649277,0.209628381737339
cg16301894,0.203315158320914
cg00294538,0.202768517208395
cg07531248,0.193668278954145
cg01238435,0.192027031982089
cg26403843,0.188534763143921
cg03553407,0.182538720274983
cg26550938,0.176661193615478
cg07937631,0.175089270166233
cg07063559,0.173679524033352
cg10927968,0.172296375949708
cg24033122,0.170499163115795
cg23284245,0.166824322862425
cg14035860,0.164627081835279
cg12897067,0.156224673872736
cg23505044,0.152699523975057
cg14005211,0.149598251581759
cg17834425,0.14562306665135
cg01480180,0.144659705899878
cg18005337,0.14257860605155
cg17201651,0.140213566128195
cg02249577,0.136419690180115
cg27001894,0.133758026944018
cg11611580,0.133024129260688
cg27298324,0.12718892589731
cg14395298,0.126629496500702
cg18933685,0.124214256747537
cg21723486,0.120291686960484
cg15709065,0.113887900097377
cg09705592,0.110864624968246
cg15698851,0.110285349570515
cg12371169,0.107652554596745
cg25535047,0.102274427424617
cg04494136,0.102258054697581
cg10602537,0.101731346565751
cg18129805,0.10129415704222
cg21488538,0.099414509110835
cg00893603,0.099281726254647
cg01049205,0.098653164610069
cg09357276,0.09748604158526
cg04488853,0.09358873608727
cg10136008,0.092911900275938
cg13732083,0.090190726956151
cg16717723,0.087280729897032
cg00102685,0.086188599233643
cg18536118,0.079696592114563
cg07685736,0.078448608302252
cg10956480,0.077207416974267
cg06442240,0.072459281427027
cg03867429,0.07180647064975
cg01818539,0.068913052873678
cg16373202,0.068248774859558
cg11362310,0.067944211420214
cg19414630,0.067447791771362
cg01795776,0.065100765157812
cg05004142,0.065073773755252
cg04455646,0.064158394792736
cg26836402,0.061649381628848
cg11153768,0.059895477990578
cg07355337,0.059826481480349
cg06493334,0.059636173587878
cg05491587,0.053568832328466
cg07833554,0.052929286188118
cg16655778,0.052054691377532
cg27502457,0.050949660657438
cg07465028,0.050547754828252
cg15564896,0.049555795818753
cg13053914,0.049373666754882
cg14792160,0.048099277450085
cg19946085,0.048035850647913
cg18223453,0.045946056170439
cg01579765,0.044642586072963
cg21884064,0.044428149956646
cg04176108,0.043722474759733
cg06121226,0.038977006827688
cg14131536,0.03784597232972
cg02645135,0.033860562808351
cg12686110,0.033130488082563
cg26913058,0.032560570735747
cg04873833,0.02687625381916
cg10085138,0.026480054817175
cg00961616,0.025843465973845
cg26146287,0.022070309641916
cg07534554,0.021344614415933
cg25800500,0.020128098463911
cg05593887,0.01814904661891
cg09236382,0.017405540971471
cg22275864,0.01471404492025
cg03985801,0.013847067731843
cg03981535,0.011492394900896
cg25014026,0.011238238154998
