feature_id,coefficient
cg00077044,-0.376474147492821
cg00150168,-4.20470466251106
cg00454443,-1.41377373068561
cg00495856,-1.72621749071809
cg01616440,-0.079734415525102
cg02137583,8.18147981914034
cg02220491,-0.0248858656395803
cg02392915,-5.29087679369311
cg02583589,-0.0316775543731009
cg03179540,-2.64410957395004
cg03421046,-0.781372310615564
cg03786165,-0.952762560901189
cg03988540,3.71670183222909
cg04155630,-0.0913544732557249
cg04390831,-0.0249305068222358
cg04698728,-6.98970492973256
cg05635798,-1.51001871799805
cg05662956,-0.0642927067269699
cg05898730,-2.51118136848501
cg06001519,2.80085932081795
cg06003656,2.34493283585959
cg06029627,-0.00093824237450403
cg06113963,-8.18963020744432
cg06417611,-2.3566793192461
cg06530442,-3.38555295279613
cg06725108,-4.19758093266939
cg06792538,-0.643905478669265
cg06944758,-6.86586055581956
cg07724309,0.120791470539222
cg08111618,-0.00893024399200673
cg08219805,-2.09435703277087
cg08314795,-1.06901356207691
cg08566792,-0.840583168328247
cg08715231,0.904540648449821
cg09285026,-5.94265778571349
cg09328046,-0.32817123740759
cg10346623,-0.0571250401918636
cg11105339,-0.35265790883032
cg11267829,17.7110791125092
cg11407363,6.09317133682748
cg13755323,-2.54810055304779
cg14480507,4.30210498146164
cg14626898,-4.07375092925136
cg14731422,-0.853583606534466
cg14732324,37.8161503201546
cg15091284,-0.0193988111779422
cg15747566,-0.0519846786263563
cg15970769,-1.26530827862406
cg16175599,0.691263737938464
cg16305082,-6.41008920452809
cg16317164,-5.63131177408303
cg16740214,-2.67913325814798
cg16939895,6.94436919538426
cg16967065,-0.0263792050126304
cg17068738,-1.5275666992511
cg17256922,-7.27597204199032
cg17989871,-0.00983737850887432
cg18251656,-2.47514627235617
cg18337643,-4.70535425981968
cg18429777,-3.2452125489975
cg18465747,-0.903672704533263
cg20092588,-6.48923641723576
cg20282764,-0.0330088925414175
cg20849839,-1.95795014799552
cg21106407,1.08547785315119
cg21379458,-2.57205501750312
cg21428001,-2.41830427729974
cg21724034,-0.080345148490393
cg22061651,-1.9101844277051
cg22250466,-1.63214074070986
cg22320179,-5.12712341888547
cg22350557,-3.19839993445812
cg22377505,0.780074475910142
cg22457561,-2.78286488155066
cg22812955,3.69497752401516
cg23485591,-2.5933509488239
cg24092773,-0.0107316426531196
cg25131936,-0.222175275001129
cg25247122,-0.00877516367644538
cg25270158,-0.378866215242364
cg25398315,-5.92733714292819
cg25402228,-0.00597809005000235
cg25887715,-1.55032589847833
cg25985721,-0.184272491772546
cg26244981,-3.71463273163368
cg26255140,-4.12858852627719
cg27532919,-4.6566595549568
